"'N'gaoundere - Cameroon - NGE': null,",N'gaoundere,Cameroon,NGE
"'Yaounde - Cameroon - NSI': null,",Yaounde,Cameroon,NSI
"'Tiko - Cameroon - TKC': null,",Tiko,Cameroon,TKC
"'Yaounde - Cameroon - YAO': null,",Yaounde,Cameroon,YAO
"'El Aai̼n - Western Sahara - EUN': null,",El Aai̼n,Western Sahara,EUN
"'Smara - Western Sahara - SMW': null,",Smara,Western Sahara,SMW
"'Dakhla - Western Sahara - VIL': null,",Dakhla,Western Sahara,VIL
"'Bonthe - Sierra Leone - BTE': null,",Bonthe,Sierra Leone,BTE
"'Freetown - Sierra Leone - FNA': null,",Freetown,Sierra Leone,FNA
"'Gbangbatok - Sierra Leone - GBK': null,",Gbangbatok,Sierra Leone,GBK
"'Freetown - Sierra Leone - HGS': null,",Freetown,Sierra Leone,HGS
"'Bo - Sierra Leone - KBS': null,",Bo,Sierra Leone,KBS
"'Kenema - Sierra Leone - KEN': null,",Kenema,Sierra Leone,KEN
"'Yengema - Sierra Leone - WYE': null,",Yengema,Sierra Leone,WYE
"'Kasane - Botswana - BBK': null,",Kasane,Botswana,BBK
"'Francistown - Botswana - FRW': null,",Francistown,Botswana,FRW
"'Gaberone - Botswana - GBE': null,",Gaberone,Botswana,GBE
"'Ghanzi - Botswana - GNZ': null,",Ghanzi,Botswana,GNZ
"'Jwaneng - Botswana - JWA': null,",Jwaneng,Botswana,JWA
"'Khwai River - Botswana - KHW': null,",Khwai River,Botswana,KHW
"'Maun - Botswana - MUB': null,",Maun,Botswana,MUB
"'Orapa - Botswana - ORP': null,",Orapa,Botswana,ORP
"'Selebi-phikwe - Botswana - PKW': null,",Selebi-phikwe,Botswana,PKW
"'Shakawe - Botswana - SWX': null,",Shakawe,Botswana,SWX
"'Tuli Lodge - Botswana - TLD': null,",Tuli Lodge,Botswana,TLD
"'Chiredzi - Zimbabwe - BFO': null,",Chiredzi,Zimbabwe,BFO
"'Bulawayo - Zimbabwe - BUQ': null,",Bulawayo,Zimbabwe,BUQ
"'Bumi Hills - Zimbabwe - BZH': null,",Bumi Hills,Zimbabwe,BZH
"'Gwert - Zimbabwe - GWE': null,",Gwert,Zimbabwe,GWE
"'Harare - Zimbabwe - HRE': null,",Harare,Zimbabwe,HRE
"'Hwange National Park - Zimbabwe - HWN': null,",Hwange National Park,Zimbabwe,HWN
"'Kariba - Zimbabwe - KAB': null,",Kariba,Zimbabwe,KAB
"'Masvingo - Zimbabwe - MVZ': null,",Masvingo,Zimbabwe,MVZ
"'Mutare - Zimbabwe - UTA': null,",Mutare,Zimbabwe,UTA
"'Victoria Falls - Zimbabwe - VFA': null,",Victoria Falls,Zimbabwe,VFA
"'Malamala - South Africa - AAM': null,",Malamala,South Africa,AAM
"'Alldays - South Africa - ADY': null,",Alldays,South Africa,ADY
"'Aggeneys - South Africa - AGZ': null,",Aggeneys,South Africa,AGZ
"'Alexander Bay - South Africa - ALJ': null,",Alexander Bay,South Africa,ALJ
"'Bloemfontein - South Africa - BFN': null,",Bloemfontein,South Africa,BFN
"'Bisho - South Africa - BIY': null,",Bisho,South Africa,BIY
"'Cape Town - South Africa - CPT': null,",Cape Town,South Africa,CPT
"'Durban - South Africa - DUR': null,",Durban,South Africa,DUR
"'East London - South Africa - ELS': null,",East London,South Africa,ELS
"'Ficksburg - South Africa - FCB': null,",Ficksburg,South Africa,FCB
"'Johannesburg - South Africa - GCJ': null,",Johannesburg,South Africa,GCJ
"'George - South Africa - GRJ': null,",George,South Africa,GRJ
"'Hoedspruit - South Africa - HDS': null,",Hoedspruit,South Africa,HDS
"'Johannesburg - South Africa - HLA': null,",Johannesburg,South Africa,HLA
"'Harrismith - South Africa - HRS': null,",Harrismith,South Africa,HRS
"'Johannesburg - South Africa - JNB': null,",Johannesburg,South Africa,JNB
"'Port Saint Johns - South Africa - JOH': null,",Port Saint Johns,South Africa,JOH
"'Kimberley - South Africa - KIM': null,",Kimberley,South Africa,KIM
"'Kleinsee - South Africa - KLZ': null,",Kleinsee,South Africa,KLZ
"'Kuruman - South Africa - KMH': null,",Kuruman,South Africa,KMH
"'Klerksdorp - South Africa - KXE': null,",Klerksdorp,South Africa,KXE
"'Ladysmith - South Africa - LAY': null,",Ladysmith,South Africa,LAY
"'Malalane - South Africa - LLE': null,",Malalane,South Africa,LLE
"'Tzaneen - South Africa - LTA': null,",Tzaneen,South Africa,LTA
"'Mafeking - South Africa - MBD': null,",Mafeking,South Africa,MBD
"'Margate - South Africa - MGH': null,",Margate,South Africa,MGH
"'Mpumalanga - South Africa - MQP': null,",Mpumalanga,South Africa,MQP
"'Mkuze - South Africa - MZQ': null,",Mkuze,South Africa,MZQ
"'Newcastle - South Africa - NCS': null,",Newcastle,South Africa,NCS
"'Nelspruit - South Africa - NLP': null,",Nelspruit,South Africa,NLP
"'Pilanesberg - South Africa - NTY': null,",Pilanesberg,South Africa,NTY
"'Oudtshoorn - South Africa - OUH': null,",Oudtshoorn,South Africa,OUH
"'Overberg - South Africa - OVG': null,",Overberg,South Africa,OVG
"'Plettenberg Bay - South Africa - PBZ': null,",Plettenberg Bay,South Africa,PBZ
"'Potchefstroom - South Africa - PCF': null,",Potchefstroom,South Africa,PCF
"'Phalaborwa - South Africa - PHW': null,",Phalaborwa,South Africa,PHW
"'Port Elizabeth - South Africa - PLZ': null,",Port Elizabeth,South Africa,PLZ
"'Pretoria - South Africa - PRY': null,",Pretoria,South Africa,PRY
"'Potgietersrus - South Africa - PTG': null,",Potgietersrus,South Africa,PTG
"'Pietermaritzburg - South Africa - PZB': null,",Pietermaritzburg,South Africa,PZB
"'Johannesburg - South Africa - QRA': null,",Johannesburg,South Africa,QRA
"'Richard's Bay - South Africa - RCB': null,",Richard's Bay,South Africa,RCB
"'Robertson - South Africa - ROD': null,",Robertson,South Africa,ROD
"'Springbok - South Africa - SBU': null,",Springbok,South Africa,SBU
"'Langebaanweg - South Africa - SDB': null,",Langebaanweg,South Africa,SDB
"'Sishen - South Africa - SIS': null,",Sishen,South Africa,SIS
"'Skukuza - South Africa - SZK': null,",Skukuza,South Africa,SZK
"'Ulundi - South Africa - ULD': null,",Ulundi,South Africa,ULD
"'Upington - South Africa - UTN': null,",Upington,South Africa,UTN
"'Umtata - South Africa - UTT': null,",Umtata,South Africa,UTT
"'Queenstown - South Africa - UTW': null,",Queenstown,South Africa,UTW
"'Durban - South Africa - VIR': null,",Durban,South Africa,VIR
"'Vredendal - South Africa - VRE': null,",Vredendal,South Africa,VRE
"'Vryburg - South Africa - VRU': null,",Vryburg,South Africa,VRU
"'Waterkloof - South Africa - WKF': null,",Waterkloof,South Africa,WKF
"'Secunda - South Africa - ZEC': null,",Secunda,South Africa,ZEC
"'Juba - South Sudan - JUB': null,",Juba,South Sudan,JUB
"'Malakal - Sudan - MAK': null,",Malakal,Sudan,MAK
"'Rumbek - Sudan - RBX': null,",Rumbek,Sudan,RBX
"'Wau - Sudan - WUU': null,",Wau,Sudan,WUU
"'Entebbe - Uganda - EBB': null,",Entebbe,Uganda,EBB
"'Arua - Uganda - RUA': null,",Arua,Uganda,RUA
"'Soroti - Uganda - SRT': null,",Soroti,Uganda,SRT
"'Gulu - Uganda - ULU': null,",Gulu,Uganda,ULU
"'Atbara - Sudan - ATB': null,",Atbara,Sudan,ATB
"'Dongola - Sudan - DOG': null,",Dongola,Sudan,DOG
"'El Obeid - Sudan - EBD': null,",El Obeid,Sudan,EBD
"'Geneina - Sudan - EGN': null,",Geneina,Sudan,EGN
"'El Fasher - Sudan - ELF': null,",El Fasher,Sudan,ELF
"'Kadugli - Sudan - KDX': null,",Kadugli,Sudan,KDX
"'Khartoum - Sudan - KRT': null,",Khartoum,Sudan,KRT
"'Kassala - Sudan - KSL': null,",Kassala,Sudan,KSL
"'Port Sudan - Sudan - PZU': null,",Port Sudan,Sudan,PZU
"'Damazin - Sudan - RSS': null,",Damazin,Sudan,RSS
"'Nyala - Sudan - UYL': null,",Nyala,Sudan,UYL
"'Wadi Halfa - Sudan - WHF': null,",Wadi Halfa,Sudan,WHF
"'Goma - Congo (Kinshasa) - GOM': null,",Goma,Congo (Kinshasa),GOM
"'Gisenyi - Rwanda - GYI': null,",Gisenyi,Rwanda,GYI
"'Kigali - Rwanda - KGL': null,",Kigali,Rwanda,KGL
"'Kamembe - Rwanda - KME': null,",Kamembe,Rwanda,KME
"'Gbadolite - Congo (Kinshasa) - BDT': null,",Gbadolite,Congo (Kinshasa),BDT
"'Boma - Congo (Kinshasa) - BOA': null,",Boma,Congo (Kinshasa),BOA
"'Basankusu - Congo (Kinshasa) - BSU': null,",Basankusu,Congo (Kinshasa),BSU
"'Bandoundu - Congo (Kinshasa) - FDU': null,",Bandoundu,Congo (Kinshasa),FDU
"'Kinshasa - Congo (Kinshasa) - FIH': null,",Kinshasa,Congo (Kinshasa),FIH
"'Gemena - Congo (Kinshasa) - GMA': null,",Gemena,Congo (Kinshasa),GMA
"'Inongo - Congo (Kinshasa) - INO': null,",Inongo,Congo (Kinshasa),INO
"'Kikwit - Congo (Kinshasa) - KKW': null,",Kikwit,Congo (Kinshasa),KKW
"'Kotakoli - Congo (Kinshasa) - KLI': null,",Kotakoli,Congo (Kinshasa),KLI
"'Kiri - Congo (Kinshasa) - KRZ': null,",Kiri,Congo (Kinshasa),KRZ
"'Lisala - Congo (Kinshasa) - LIQ': null,",Lisala,Congo (Kinshasa),LIQ
"'Matadi - Congo (Kinshasa) - MAT': null,",Matadi,Congo (Kinshasa),MAT
"'Mbandaka - Congo (Kinshasa) - MDK': null,",Mbandaka,Congo (Kinshasa),MDK
"'Muanda - Congo (Kinshasa) - MNB': null,",Muanda,Congo (Kinshasa),MNB
"'Nioki - Congo (Kinshasa) - NIO': null,",Nioki,Congo (Kinshasa),NIO
"'Kinshasa - Congo (Kinshasa) - NLO': null,",Kinshasa,Congo (Kinshasa),NLO
"'Asaba - Nigeria - ABB': null,",Asaba,Nigeria,ABB
"'Abuja - Nigeria - ABV': null,",Abuja,Nigeria,ABV
"'Akure - Nigeria - AKR': null,",Akure,Nigeria,AKR
"'Benin - Nigeria - BNI': null,",Benin,Nigeria,BNI
"'Calabar - Nigeria - CBQ': null,",Calabar,Nigeria,CBQ
"'Enugu - Nigeria - ENU': null,",Enugu,Nigeria,ENU
"'Ibadan - Nigeria - IBA': null,",Ibadan,Nigeria,IBA
"'Ilorin - Nigeria - ILR': null,",Ilorin,Nigeria,ILR
"'Jos - Nigeria - JOS': null,",Jos,Nigeria,JOS
"'Kaduna - Nigeria - KAD': null,",Kaduna,Nigeria,KAD
"'Kano - Nigeria - KAN': null,",Kano,Nigeria,KAN
"'Lagos - Nigeria - LOS': null,",Lagos,Nigeria,LOS
"'Makurdi - Nigeria - MDI': null,",Makurdi,Nigeria,MDI
"'Maiduguri - Nigeria - MIU': null,",Maiduguri,Nigeria,MIU
"'Minna - Nigeria - MXJ': null,",Minna,Nigeria,MXJ
"'Port Hartcourt - Nigeria - PHC': null,",Port Hartcourt,Nigeria,PHC
"'Imo - Nigeria - QOW': null,",Imo,Nigeria,QOW
"'Osubi - Nigeria - QRW': null,",Osubi,Nigeria,QRW
"'Uyo - Nigeria - QUO': null,",Uyo,Nigeria,QUO
"'Sokoto - Nigeria - SKO': null,",Sokoto,Nigeria,SKO
"'Yola - Nigeria - YOL': null,",Yola,Nigeria,YOL
"'Zaria - Nigeria - ZAR': null,",Zaria,Nigeria,ZAR
"'Bitam - Gabon - BMM': null,",Bitam,Gabon,BMM
"'Koulamoutou - Gabon - KOU': null,",Koulamoutou,Gabon,KOU
"'Lambarene - Gabon - LBQ': null,",Lambarene,Gabon,LBQ
"'Libreville - Gabon - LBV': null,",Libreville,Gabon,LBV
"'Mouila - Gabon - MJL': null,",Mouila,Gabon,MJL
"'Makokou - Gabon - MKU': null,",Makokou,Gabon,MKU
"'Franceville - Gabon - MVB': null,",Franceville,Gabon,MVB
"'Mayumba - Gabon - MYB': null,",Mayumba,Gabon,MYB
"'Okondja - Gabon - OKN': null,",Okondja,Gabon,OKN
"'Omboue Hospial - Gabon - OMB': null,",Omboue Hospial,Gabon,OMB
"'Oyem - Gabon - OYE': null,",Oyem,Gabon,OYE
"'Port Gentil - Gabon - POG': null,",Port Gentil,Gabon,POG
"'Tchibanga - Gabon - TCH': null,",Tchibanga,Gabon,TCH
"'Lome - Togo - LFW': null,",Lome,Togo,LFW
"'Niatougou - Togo - LRL': null,",Niatougou,Togo,LRL
"'Benguela - Angola - BUG': null,",Benguela,Angola,BUG
"'Cabinda - Angola - CAB': null,",Cabinda,Angola,CAB
"'Catumbela - Angola - CBT': null,",Catumbela,Angola,CBT
"'Dundo - Angola - DUE': null,",Dundo,Angola,DUE
"'Negage - Angola - GXG': null,",Negage,Angola,GXG
"'Kapanda - Angola - KNP': null,",Kapanda,Angola,KNP
"'Luanda - Angola - LAD': null,",Luanda,Angola,LAD
"'Lucapa - Angola - LBZ': null,",Lucapa,Angola,LBZ
"'Luena - Angola - LUO': null,",Luena,Angola,LUO
"'Malanje - Angola - MEG': null,",Malanje,Angola,MEG
"'Mocamedes - Angola - MSZ': null,",Mocamedes,Angola,MSZ
"'Huambo - Angola - NOV': null,",Huambo,Angola,NOV
"'Nzagi - Angola - NZA': null,",Nzagi,Angola,NZA
"'Porto Amboim - Angola - PBN': null,",Porto Amboim,Angola,PBN
"'Lubango - Angola - SDD': null,",Lubango,Angola,SDD
"'Menongue - Angola - SPP': null,",Menongue,Angola,SPP
"'M'banza-congo - Angola - SSY': null,",M'banza-congo,Angola,SSY
"'Kuito - Angola - SVP': null,",Kuito,Angola,SVP
"'Soyo - Angola - SZA': null,",Soyo,Angola,SZA
"'Uige - Angola - UGO': null,",Uige,Angola,UGO
"'Saurimo - Angola - VHC': null,",Saurimo,Angola,VHC
"'Ondjiva - Angola - VPE': null,",Ondjiva,Angola,VPE
